,Date,Low,High,Close,Open,Volume,Adj Close
777,2017-11-17,178.9,179.98,179.0,179.3,12722802.0,179.0
776,2013-08-01,36.92,38.29,37.489,37.3,106066500.0,37.489
775,2012-07-09,31.99,32.88,32.17,32.1,17785200.0,32.17
774,2014-10-09,75.85,77.7601,75.91,77.28,32487174.0,75.91
773,2013-01-30,30.88,31.49,31.24,30.98,87682100.0,31.24
772,2015-04-09,81.71,82.8,82.17,82.5,15927281.0,82.17
771,2015-11-30,103.75,106.0999,104.24,105.84,20383179.0,104.24
770,2012-07-20,28.72,29.47,28.76,29.0,11869100.0,28.76
769,2013-09-09,43.7,44.79,44.04,44.36,75794700.0,44.04
768,2017-10-10,170.8,173.2,171.59,173.0,11231234.0,171.59
767,2013-04-16,26.4,27.11,26.92,26.81,27365900.0,26.92
766,2018-05-04,173.06,176.98,176.61,173.08,17677844.0,176.61
765,2013-02-06,28.66,29.29,29.05,28.74,38375900.0,29.05
764,2012-05-29,28.65,31.69,28.84,31.48,78063400.0,28.84
763,2017-08-07,169.66,172.06,171.98,169.95,12504157.0,171.98
762,2017-08-14,169.29,171.08,170.75,170.09,12786286.0,170.75
761,2017-07-20,162.81,165.0,164.53,164.8,18293111.0,164.53
760,2016-04-14,110.26,112.04,110.84,110.62,28473322.0,110.84
759,2014-10-13,72.52,74.78,72.99,73.23,43937638.0,72.99
758,2016-05-24,116.12,117.73,117.7,116.24,20183627.0,117.7
757,2015-06-24,87.45,89.25,88.86,87.66,41370227.0,88.86
756,2016-12-20,118.8,119.77,119.09,119.5,13684402.0,119.09
755,2018-03-12,184.22,186.1,184.76,185.23,14873538.0,184.76
754,2014-01-13,55.38,58.25,55.91,57.91,63010900.0,55.91
753,2015-12-14,101.46,104.74,104.66,102.285,24813496.0,104.66
752,2014-08-27,74.46,75.49,74.63,75.27,36238700.0,74.63
751,2017-01-25,129.77,131.74,131.48,130.0,18777314.0,131.48
750,2016-06-10,116.26,118.11,116.62,117.54,18510826.0,116.62
749,2015-01-27,75.63,76.88,75.78,76.71,20109977.0,75.78
748,2013-07-08,24.42,25.04,24.71,24.47,27064600.0,24.71
747,2013-06-11,24.0,24.35,24.03,24.03,29885900.0,24.03
746,2012-08-09,20.61,21.17,21.01,20.75,15610700.0,21.01
745,2016-07-19,118.66,120.85,120.61,118.99,21541292.0,120.61
744,2014-08-25,74.79,75.28,75.02,74.94,19691100.0,75.02
743,2017-06-19,151.71,153.57,152.87,151.71,18678807.0,152.87
742,2013-05-30,23.93,24.779,24.55,24.13,60733200.0,24.55
741,2014-07-03,65.76,67.0,66.29,66.855,25203200.0,66.29
740,2016-08-30,125.15,126.6,125.84,126.6,17804286.0,125.84
739,2016-05-10,114.8,120.5,120.5,119.62,23220046.0,120.5
738,2014-07-23,69.61,71.33,71.29,69.74,77435900.0,71.29
737,2014-12-01,74.8,77.31,75.1,77.26,31789866.0,75.1
736,2017-09-13,172.06,173.17,173.05,173.01,8908633.0,173.05
735,2014-05-09,56.38,57.65,57.24,56.85,52584000.0,57.24
