2018-07-20,0.1109
2018-07-21,0.0987
2018-07-22,0.0382
2018-07-23,0.0752
2018-07-24,0.0600
2018-07-25,0.0877
2018-07-26,0.1060
2018-07-27,0.0770
2018-07-28,0.0525
2018-07-29,0.0348
2018-07-30,0.0856
