,Date,Low,High,Close,Open,Volume,Adj Close
1426,2013-09-26,185.611,189.68,188.64,186.7,6614400.0,188.64
1425,2015-04-29,227.63,234.97,232.45,230.05,3936077.0,232.45
1424,2012-10-05,28.68,29.81,28.89,29.7,938600.0,28.89
1423,2012-12-14,33.59,34.4,33.81,33.6,1023000.0,33.81
1422,2017-02-01,249.05,253.2,249.24,253.05,3958829.0,249.24
1421,2015-12-03,230.0,237.45,232.71,235.48,2939564.0,232.71
1420,2017-03-16,259.06,265.75,262.05,262.4,7132153.0,262.05
1419,2017-11-29,301.23,318.0,307.54,317.3,8757414.0,307.54
1418,2015-02-09,211.99,217.93,217.48,215.38,3472423.0,217.48
1417,2010-08-18,18.6,19.59,18.77,19.59,601300.0,18.77
1416,2011-07-11,28.0,28.53,28.35,28.4,975800.0,28.35
1415,2018-05-14,291.62,304.94,291.97,303.32,7286804.0,291.97
1414,2011-04-05,25.69,27.0,26.7,25.9,3180900.0,26.7
1413,2011-05-05,26.1701,27.44,26.44,27.2,1218500.0,26.44
1412,2011-11-16,33.4029,35.0,34.94,33.48,1833200.0,34.94
1411,2014-04-30,201.28,208.16,207.89,203.6,4440600.0,207.89
1410,2011-11-03,29.53,32.49,32.46,30.0,2509700.0,32.46
1409,2017-10-02,335.51,343.7,341.53,342.52,4901453.0,341.53
1408,2011-01-28,23.75,24.88,24.01,24.88,1048400.0,24.01
1407,2015-03-10,187.6,193.5,190.32,188.46,5579691.0,190.32
1406,2011-02-24,21.5,22.58,22.53,21.78,1055300.0,22.53
1405,2011-11-18,32.54,34.11,32.6,33.64,902800.0,32.6
1404,2014-11-12,245.58,252.34,249.1,249.72,5870818.0,249.1
1403,2018-07-10,319.2,327.6771,322.47,324.56,9471498.0,322.47
1402,2015-09-23,257.5838,262.08,261.06,261.95,2600778.0,261.06
1401,2015-05-26,246.5,252.0,247.455,247.68,3498682.0,247.455
1400,2013-10-22,166.11,177.78,171.54,170.5,11386700.0,171.54
1399,2011-06-20,25.5,26.46,26.01,26.29,1537800.0,26.01
1398,2014-09-24,247.04,252.84,252.14,251.12,3739005.0,252.14
1397,2012-01-19,26.61,27.74,26.76,27.19,1246300.0,26.76
1396,2011-05-20,27.35,28.28,27.97,28.26,842500.0,27.97
1395,2017-04-05,294.2,304.88,295.0,302.04,7880938.0,295.0
1394,2014-08-19,251.62,259.33,256.76,258.87,5334800.0,256.76
1393,2015-12-29,229.547,237.72,237.19,230.06,2406290.0,237.19
1392,2014-06-12,202.71,209.88,203.52,205.1,5993700.0,203.52
1391,2011-02-02,23.669,24.18,23.94,24.16,569500.0,23.94
1390,2015-03-16,189.8,195.91,195.7,192.0,5628783.0,195.7
1389,2011-11-14,32.62,33.54,33.22,33.0,1325700.0,33.22
1388,2016-12-12,191.04,194.42,192.43,192.8,2438876.0,192.43
1387,2012-11-26,31.62,32.3,32.27,32.1,495800.0,32.27
1386,2014-04-29,195.5301,207.149,206.92,198.21,5779100.0,206.92
1385,2014-11-26,246.6003,249.0,248.44,248.34,1981819.0,248.44
1384,2013-01-03,34.75,35.45,34.77,35.18,742000.0,34.77
1383,2013-12-13,147.32,151.8,147.654,148.05,10591900.0,147.654
1382,2012-04-27,32.91,33.63,33.34,33.6,591000.0,33.34
1381,2018-06-01,283.839,291.95,291.82,285.86,5424386.0,291.82
1380,2017-06-08,360.22,371.9,370.0,363.75,8975028.0,370.0
1379,2013-05-30,101.2,109.54,104.95,102.46,16133700.0,104.95
1378,2018-07-25,294.5025,309.62,308.74,296.74,7094180.0,308.74
1377,2016-06-01,216.89,222.4,219.56,221.48,2982695.0,219.56
1376,2010-09-09,20.69,21.05,20.71,21.0,376200.0,20.71
1375,2017-12-21,327.21,333.74,331.66,329.59,4344701.0,331.66
1374,2012-05-07,31.61,32.58,32.47,31.96,1158000.0,32.47
1373,2014-04-25,197.65,206.7,199.85,202.0,6996700.0,199.85
1372,2011-06-02,28.51,29.32,28.76,28.52,986300.0,28.76
1371,2016-12-05,182.51,188.89,186.8,182.51,4072239.0,186.8
1370,2015-10-15,213.7,221.73,221.31,216.43,2844233.0,221.31
1369,2017-11-22,311.84,317.42,312.6,316.77,4890091.0,312.6
1368,2012-01-17,26.41,27.34,26.6,26.62,4651600.0,26.6
1367,2012-08-13,29.101,31.3,31.17,29.69,870100.0,31.17
1366,2016-03-10,200.671,213.29,205.18,210.0,5192523.0,205.18
1365,2010-12-29,26.5,28.01,27.73,27.03,3319200.0,27.73
1364,2016-12-15,197.39,200.74,197.58,198.41,3219567.0,197.58
1363,2013-11-19,119.22,129.0,126.09,119.43,19816200.0,126.09
1362,2014-09-29,241.38,248.64,245.26,244.0,4854687.0,245.26
1361,2016-05-25,216.51,221.36,219.58,217.91,3132615.0,219.58
1360,2017-10-31,320.18,331.95,331.53,320.23,5532647.0,331.53
1359,2014-06-27,234.5001,240.0,239.06,234.69,5635000.0,239.06
1358,2018-07-13,309.25,319.5849,318.87,315.58,5875770.0,318.87
1357,2014-07-31,221.5,231.4,223.3,229.26,7678300.0,223.3
